#    lambda_um    Flux_Jy   Sigma_Jy    AOT ident.
      15.7763      99.2317      1.51488      9.00000
      15.7834      99.3191      1.29904      9.00000
      15.7893      100.318      1.26811      9.00000
      15.7967      99.6078      1.09294      9.00000
      15.8070      98.7376     0.710842      9.00000
      15.8142      97.7403      1.39966      9.00000
      15.8234      98.8625      1.83784      9.00000
      15.8311      97.8415      1.70719      9.00000
      15.8380      99.8438      2.61077      9.00000
      15.8451      100.329      2.69546      9.00000
      15.8522      99.4828      2.77345      9.00000
      15.8595      99.3079      3.30068      9.00000
      15.8687      96.9096      2.21025      9.00000
      15.8758      102.202      2.40142      9.00000
      15.8866      100.206      2.27837      9.00000
      15.8937      99.1697      2.25567      9.00000
      15.9010      96.1338      2.16986      9.00000
      15.9068      92.9650      1.70146      9.00000
      15.9162      93.1435      2.07510      9.00000
      15.9266      93.1591      1.90873      9.00000
      15.9339      93.5181      1.72647      9.00000
      15.9414      93.6566      1.58707      9.00000
      15.9482      94.9432      1.96769      9.00000
      15.9556      94.8559      2.13443      9.00000
      15.9662      98.6280      2.50401      9.00000
      15.9743      95.8451      2.52604      9.00000
      15.9812      96.5605      2.16788      10.0000
      15.9813      92.2571      3.06518      9.00000
      15.9847      96.2441      1.89408      10.0000
      15.9884      92.3372      3.15742      9.00000
      15.9884      96.2697      1.69992      10.0000
      15.9955      92.8186      2.63957      9.00000
      15.9971      96.5601      2.07215      10.0000
      16.0062      100.101      3.95648      9.00000
      16.0071      99.7463      2.05520      10.0000
      16.0142      100.871      2.14433      10.0000
      16.0154      96.0854      2.89586      9.00000
      16.0213      104.561      2.33135      10.0000
      16.0228      94.8447      2.67898      9.00000
      16.0284      103.173      2.64243      10.0000
      16.0299      94.6664      2.64469      9.00000
      16.0359      95.1918      2.50239      9.00000
      16.0392      108.743      2.34300      10.0000
      16.0432      93.6079      2.71887      9.00000
      16.0483      107.035      2.33263      10.0000
      16.0516      95.0100      2.97467      9.00000
      16.0548      107.089      1.99108      10.0000
      16.0606      94.2630      2.67457      9.00000
      16.0617      105.190      1.89436      10.0000
      16.0687      105.443      1.92332      10.0000
      16.0703      96.3100      2.80925      9.00000
      16.0761      105.020      1.60955      10.0000
      16.0784      93.9745      3.07722      9.00000
      16.0844      91.4235      3.04639      9.00000
      16.0887      103.412      2.79844      10.0000
      16.0914      92.3250      3.12892      9.00000
      16.0961      101.241      2.84698      10.0000
      16.0985      92.3094      3.01274      9.00000
      16.1031      100.466      2.48738      10.0000
      16.1112      92.5915      2.14654      9.00000
      16.1115      100.231      2.21278      10.0000
      16.1173      102.971      2.08558      10.0000
      16.1186      92.3653      2.60858      9.00000
      16.1243      102.911      1.64071      10.0000
      16.1256      94.0891      2.20493      9.00000
      16.1316      100.997      1.61669      10.0000
      16.1327      94.5550      2.08571      9.00000
      16.1401      92.9986      2.79769      9.00000
      16.1441      102.215      1.48831      10.0000
      16.1514      99.4126      1.73301      10.0000
      16.1526      88.4219      1.83753      9.00000
      16.1585      100.611      1.85095      10.0000
      16.1588      86.0187      2.02712      9.00000
      16.1657      100.795      2.05037      10.0000
      16.1658      85.6386      2.37140      9.00000
      16.1729      88.1522      2.50716      9.00000
      16.1732      100.684      2.07209      10.0000
      16.1803      89.3498      3.73468      9.00000
      16.1843      105.548      2.27249      10.0000
      16.1906      95.0285      2.96243      9.00000
      16.1916      106.851      1.84351      10.0000
      16.1985      106.982      2.14503      10.0000
      16.2002      96.8933      3.20428      9.00000
      16.2058      107.137      1.56346      10.0000
      16.2072      94.4353      2.68963      9.00000
      16.2132      105.872      1.43050      10.0000
      16.2143      95.2941      2.41886      9.00000
      16.2207      92.3986      2.49594      9.00000
      16.2260      103.509      1.69672      10.0000
      16.2285      92.5764      2.44271      9.00000
      16.2330      102.704      1.40211      10.0000
      16.2378      91.9130      3.34152      9.00000
      16.2404      100.342      1.63250      10.0000
      16.2461      100.608      1.54777      10.0000
      16.2484      90.3347      2.94795      9.00000
      16.2543      103.318      1.99809      10.0000
      16.2555      89.5241      2.41270      9.00000
      16.2617      103.367      2.39101      10.0000
      16.2629      89.3745      1.95679      9.00000
      16.2699      92.5704      1.64072      9.00000
      16.2739      104.292      2.39388      10.0000
      16.2812      90.4705      1.69218      9.00000
      16.2813      105.815      2.57672      10.0000
      16.2884      106.837      2.64596      10.0000
      16.2886      90.1115      1.66511      9.00000
      16.2956      91.6290      2.08801      9.00000
      16.2957      106.317      2.51605      10.0000
      16.3018      106.129      2.54879      10.0000
      16.3027      91.6987      2.29599      9.00000
      16.3101      95.5773      2.22416      9.00000
      16.3144      102.049      2.38706      10.0000
      16.3214      101.489      2.41344      10.0000
      16.3229      92.7221      2.91284      9.00000
      16.3285      101.276      2.91814      10.0000
      16.3299      90.4200      2.88984      9.00000
      16.3356      100.652      2.78522      10.0000
      16.3370      90.1518      2.79093      9.00000
      16.3429      91.7151      2.77455      9.00000
      16.3483      100.789      2.72676      10.0000
      16.3512      92.2635      3.01461      9.00000
      16.3557      100.400      1.88325      10.0000
      16.3585      96.1516      2.11031      9.00000
      16.3618      99.4426      1.48851      10.0000
      16.3692      100.968      1.50331      10.0000
      16.3707      98.7994      2.21175      9.00000
      16.3757      99.2755      1.19790      10.0000
      16.3781      98.0670      2.98353      9.00000
      16.3843      99.2599      1.50074      10.0000
      16.3852      94.0621      4.50271      9.00000
      16.3924      88.4841      4.29807      9.00000
      16.3965      97.1264      1.46007      10.0000
      16.3985      81.1292      3.91846      9.00000
      16.4039      95.6112      1.37471      10.0000
      16.4110      94.3793      1.28256      10.0000
      16.4111      83.5003      4.43307      9.00000
      16.4181      89.2096      3.53507      9.00000
      16.4182      95.9005      1.60950      10.0000
      16.4252      92.3554      1.62508      9.00000
      16.4274      98.8531      1.75674      10.0000
      16.4355      91.7951      1.34378      9.00000
      16.4369      100.752      1.45402      10.0000
      16.4437      99.2738      1.88133      10.0000
      16.4453      90.8051      2.83008      9.00000
      16.4507      96.3862      1.87983      10.0000
      16.4524      89.4353      4.02653      9.00000
      16.4584      94.1355      1.49071      10.0000
      16.4585      93.0036      4.40577      9.00000
      16.4654      92.7111      4.75172      9.00000
      16.4708      93.3464      1.77393      10.0000
      16.4736      92.1352      5.18093      9.00000
      16.4778      93.7603      1.99065      10.0000
      16.4842      95.7372      4.35167      9.00000
      16.4843      92.6808      2.72179      10.0000
